sample_id	population_label	category	locality	country	lat	lon	date_bp	date_sd	coverage	snps_1240k	mol_sex	assessment	publication	publication_doi	usable_ancient
I10348.AG	France_EBA	West_Eurasian_control	Dolmen du Villard (Provence-Alpes-Côte d'Azur Region, Alpes-de-Haute-Provence Department, Barcelonnette Arrondissement, Le Lauzet-Ubaye)	France	44.476649	6.36906	3642.0	66.0	4.24525416	813856.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I10349.AG	Hungary_MN_AVK-o	West_Eurasian_control	Gubakút (Heves County, Füzesabony, Falu)	Hungary	47.747945	20.412493	7087.0	58.0	2.65723046	773653.0	M	Pass	MarciniakPerryPNAS2022	https://doi.org/10.1038/s41562-024-02034-z	True
I10350.AG	Hungary_MN_AVK-o	West_Eurasian_control	Gubakút (Heves County, Füzesabony, Falu)	Hungary	47.747945	20.412493	7204.0	43.0	4.91781523	802319.0	F	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	True
I10351.AG	Hungary_MN_AVK	West_Eurasian_control	Gubakút (Heves County, Füzesabony, Falu)	Hungary	47.747945	20.412493	7214.0	51.0	4.82824239	797379.0	M	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	True
I10352.AG	Hungary_MN_AVK	West_Eurasian_control	Gubakút (Heves County, Füzesabony, Falu)	Hungary	47.747945	20.412493	6950.0	144.0	4.05388484	829579.0	F	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	True
I10353.AG	Hungary_MN_AVK	West_Eurasian_control	Gubakút (Heves County, Füzesabony, Falu)	Hungary	47.747945	20.412493	7143.0	114.0	4.38620888	819316.0	M	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	True
I10355.AG	Hungary_MN_AVK	West_Eurasian_control	Gubakút (Heves County, Füzesabony, Falu)	Hungary	47.747945	20.412493	7214.0	43.0	0.08509533	85170.0	F	Pass	GelabertReichBioRxiv2023	https://doi.org/10.1038/s41562-024-02034-z	True
I10356.AG	Hungary_C_Bodrogkeresztur	West_Eurasian_control	Polgár-Basatanya (Hajdú-Bihar County, Hajdúnánás)	Hungary	47.816775	21.100547	6125.0	101.0	4.61057899	815130.0	F	Pass	Szécsényi-NagySiklósiNatComm2025	https://doi.org/10.1038/s41467-025-60368-2	True
I10357.AG	Hungary_LN_Tisza	West_Eurasian_control	Polgár-Csőszhalom (Hajdú-Bihar County, Hajdúnánás)	Hungary	47.866493	21.116581	6600.0	144.0	2.2736297	708067.0	M	Pass	Szécsényi-NagySiklósiNatComm2025	https://doi.org/10.1038/s41467-025-60368-2	True
I10359.AG	Israel_MLBA	West_Eurasian_control	Tel Megiddo (Jezreel Valley)	Israel	32.584242	35.185456	3512.0	31.0	0.08627293	87414.0	M	Pass	Agranat-TamirReichCell2020	https://doi.org/10.1016/j.cell.2020.04.024	True
I10361.AG	Israel_MLBA	West_Eurasian_control	Tel Megiddo (Jezreel Valley)	Israel	32.584242	35.185456	3500.0	29.0	0.02537112	26621.0	M	Pass	Agranat-TamirReichCell2020	https://doi.org/10.1016/j.cell.2020.04.024	False
I10362.AG	Russia_Samara_EBA_IA_c_Yamnaya	West_Eurasian_control	Utyovka-11 (Samara Oblast, Neftegorsky District, Utyovka Village)	Russia	52.9127778	50.9905556	4701.0	73.0	3.21544637	706561.0	F	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I10363.AG	Russia_Samara_EBA_Yamnaya	West_Eurasian_control	Utyovka-11 (Samara Oblast, Neftegorsky District, Utyovka Village)	Russia	52.9127778	50.9905556	5165.0	76.0	3.17211393	710893.0	F	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I10364.AG	Italy_Sardinia_LBA	West_Eurasian_control	Alghero (Sardinia, Sassari)	Italy	40.54667	8.321564	2925.0	101.0	1.88164576	664691.0	M	Pass	FernandesReichNatEcolEvol2020	https://doi.org/10.1038/s41559-020-1102-0	True
I10366.AG	Italy_Sardinia_IA_c_Nuragic-1	West_Eurasian_control	Usellus (Sardinia, Oristano)	Italy	39.81	8.84	2244.0	58.0	2.69803648	688731.0	F	Pass	FernandesReichNatEcolEvol2020	https://doi.org/10.1038/s41559-020-1102-0	True
I10441.AG	Russia_Volgograd_EBA_IA_c_Yamnaya	West_Eurasian_control	Bykovo (Volgograd Oblast, Bykovsky District, Bykovo Village)	Russia	49.779394	45.375839	4922.0	51.0	1.23370492	618566.0	M	Pass	LazaridisReichNature2025	https://doi.org/10.1038/s41586-024-08531-5	True
I1048.AG	Tanzania_1400BP	African_outgroup	Makangale Cave (Zanzibar, Pemba Island)	Tanzania	-4.9	39.6	1357.0	32.0	0.18994663	169137.0	F	Pass	SkoglundReichCell2017	https://doi.org/10.1016/j.cell.2017.08.049	True
I1061.AG	Russia_Chelyabinsk_MLBA_Sintashta	West_Eurasian_control	Kamenny-Ambar-5 (Chelyabinsk Oblast, Kartalinsky District, Yuzhno-Stepnoe Village)	Russia	52.816667	60.466667	3825.0	101.0	0.24604676	230805.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1069.AG	Israel_Natufian	West_Eurasian_control	Raqefet Cave (Haifa District)	Israel	32.65	35.067	12700.0	722.0	0.02725355	27653.0	M	Pass	LazaridisReichNature2016	https://doi.org/10.1038/nature19310	False
I10719.AG	Kenya_PastoralN_Elmenteitan	African_outgroup	Njoro River Cave II (Nakuru County)	Kenya	-0.389	35.917	1969.0	30.0	1.24241921	565611.0	F	Pass	PrendergastReichScience2019	https://doi.org/10.1126/science.aaw6275	True
I10943.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	2.57090538	676915.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10945.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	3.59358669	712684.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10946.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	1.5295501	619901.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10947.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	3.57639538	707863.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10948.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	2.33500603	633741.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10950.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	3.63107977	712438.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10951.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	1.8931611	613449.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10952.AG	Italy_Sicily_Himera_IA_b_Greek	West_Eurasian_control	Himera (Sicily, Palermo, Termini Imerese)	Italy	37.972296	13.824736	2430.0	0.0	2.01167091	625694.0	M	Pass	ReitsemaReichPNAS2022	https://doi.org/10.1073/pnas.2205272119	True
I10961.AG	Russia_AltaiKrai_N	Ancient_Siberian	Chumysh-Perekat-1 (Altai Krai, Zalesovsky District)	Russia	53.82419444	84.61233333	8375.0	217.0	0.84221724	504005.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I10962.AG	Russia_AltaiKrai_N	Ancient_Siberian	Firsovo-11 (Altai Krai, Pervomaysky District, Firsovo Village)	Russia	53.34101	83.93039	7475.0	130.0	2.29650742	669567.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I10963.AG	Russia_AltaiKrai_N	Ancient_Siberian	Firsovo-11 (Altai Krai, Pervomaysky District, Firsovo Village)	Russia	53.34101	83.93039	7575.0	72.0	4.15062239	715924.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I10965.AG	Russia_AltaiKrai_Eneolithic	Ancient_Siberian	Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)	Russia	53.150774	83.822416	5875.0	61.0	4.88857322	740886.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I10973.AG	Vietnam_N	Ancient_East_Asian	Man Bac (Ninh Binh Province, Yên Mô District)	Vietnam	20.133333	105.983333	3850.0	173.0	0.00617135	5640.0	M	Questionable	LipsonReichScience2018	https://doi.org/10.1126/science.aat3188	False
I10998.AG	Russia_KrasnoyarskKrai_EMBA_Samuskaya	West_Eurasian_control	Tatarka-Hill (Krasnoyarsk Krai, Sharypovsky District, Bolshoye Ozero Village)	Russia	56.0242	92.7889	3888.0	37.0	3.26975446	718679.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11002.AG	Russia_Novosibirsk_EBA	West_Eurasian_control	Ordynskoye-1 (Novosibirsk Oblast, Ordynsky District, Ordynskoe Village)	Russia	54.3579	81.9698	4794.0	57.0	2.73180989	644126.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11003.AG	Russia_AltaiKrai_N_Bolshemys	Ancient_Siberian	Itkul (Bolshoy-Mys) (Altai Krai, Zonalny District, Vershinino Village)	Russia	52.721373	84.647693	5450.0	289.0	1.62642584	595827.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I1108.AG	Bulgaria_MalakPreslavets_N-oLowEEF	West_Eurasian_control	Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)	Bulgaria	43.98	26.4	7550.0	115.0	0.35092762	280049.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I1109.AG	Bulgaria_MalakPreslavets_N-oHighEEF	West_Eurasian_control	Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)	Bulgaria	43.98	26.4	7550.0	115.0	0.29992813	265062.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I1113.AG	Bulgaria_MalakPreslavets_N	West_Eurasian_control	Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)	Bulgaria	43.98	26.4	7550.0	115.0	0.2863661	245750.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I11214.AG	Russia_AltaiKrai_MLBA	Ancient_Siberian	Chumysh-Perekat-1 (Altai Krai, Zalesovsky District)	Russia	53.82419444	84.61233333	3497.0	34.0	0.09898934	98282.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1126.AG	USA_Alaska_PaleoAleut	Ancient_Arctic_Beringian	Chaluka Midden (Alaska, Aleutian Islands, Umnak Island)	USA	52.988368	-168.820566	965.0	103.0	0.10161745	106119.0	M	Pass	FlegontovSchiffelsNature2019	https://doi.org/10.1038/s41586-019-1251-y	True
I1135.AG	Vietnam_N	Ancient_East_Asian	Man Bac (Ninh Binh Province, Yên Mô District)	Vietnam	20.133333	105.983333	3715.0	59.0	0.02214422	21381.0	M	Pass	LipsonReichScience2018	https://doi.org/10.1126/science.aat3188	False
I1137.AG	Vietnam_N	Ancient_East_Asian	Man Bac (Ninh Binh Province, Yên Mô District)	Vietnam	20.133333	105.983333	3758.0	45.0	0.15861708	129440.0	M	Pass	LipsonReichScience2018	https://doi.org/10.1126/science.aat3188	True
I11405.AG	Russia_AltaiKrai_Eneolithic	Ancient_Siberian	Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)	Russia	53.150774	83.822416	5875.0	72.0	2.7906372	682705.0	F	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I11442.AG	Italy_Sicily_EBA	West_Eurasian_control	Buffa (Sicily, Palermo)	Italy	37.908	13.478	4120.0	43.0	3.7023115	746638.0	M	Pass	FernandesReichNatEcolEvol2020	https://doi.org/10.1038/s41559-020-1102-0	True
I11443.AG	Italy_Sicily_EBA-2	West_Eurasian_control	Buffa (Sicily, Palermo)	Italy	37.908	13.478	4090.0	60.0	4.15912723	751298.0	M	Pass	FernandesReichNatEcolEvol2020	https://doi.org/10.1038/s41559-020-1102-0	True
I11446.AG	Serbia_EBA_Yamnaya	West_Eurasian_control	Vojlovica-Humka (South Banat District, Pančevo Municipality, Vojlovica)	Serbia	44.842204	20.686966	4942.0	53.0	0.1699308	166724.0	F	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	True
I11461.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4600.0	318.0	0.00290534	2440.0	M	CRITICAL	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	False
I11462.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4844.0	12.0	2.09870863	655209.0	M	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11468.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4900.0	29.0	0.05232571	49752.0	F	Questionable	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11471.AG	Iran_ShahriSokhta_BA2-2	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	5115.0	104.0	0.02910991	27573.0	F	CRITICAL	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	False
I11472.AG	Iran_ShahriSokhta_BA3-3	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4750.0	58.0	0.07320802	70989.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11474.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4600.0	29.0	1.00345286	519145.0	M	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11476.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4600.0	318.0	2.26890537	669530.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11478.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4500.0	375.0	2.20791143	665280.0	M	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11479.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4796.0	52.0	0.10056673	96555.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I11483.AG	Iran_ShahriSokhta_BA1-1	West_Eurasian_control	Shahr-i Sokhta (Sistan and Baluchestan Province, Hamun)	Iran	30.649857	61.400311	4942.0	53.0	0.06710271	68013.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1154.AG	Israel_LateC	West_Eurasian_control	Peki'in (Upper Galilee, Akko)	Israel	32.974167	35.331389	6150.0	144.0	0.10957303	111150.0	F	Pass	HarneyReichNatComm2018	https://doi.org/10.1038/s41467-018-05649-9	True
I1160.AG	Israel_LateC	West_Eurasian_control	Peki'in (Upper Galilee, Akko)	Israel	32.974167	35.331389	6150.0	144.0	1.45593101	602685.0	M	Pass	HarneyReichNatComm2018	https://doi.org/10.1038/s41467-018-05649-9	True
I1166.AG	Israel_LateC	West_Eurasian_control	Peki'in (Upper Galilee, Akko)	Israel	32.974167	35.331389	6150.0	144.0	1.5769907	610124.0	M	Pass	HarneyReichNatComm2018	https://doi.org/10.1038/s41467-018-05649-9	True
I1169.AG	Israel_LateC	West_Eurasian_control	Peki'in (Upper Galilee, Akko)	Israel	32.974167	35.331389	6150.0	144.0	10.659099	1009992.0	F	Pass	HarneyReichNatComm2018	https://doi.org/10.1038/s41467-018-05649-9	True
I1183.AG	Israel_LateC-2	West_Eurasian_control	Peki'in (Upper Galilee, Akko)	Israel	32.974167	35.331389	6150.0	144.0	1.61542934	367254.0	F	Pass	HarneyReichNatComm2018	..	True
I1192.AG	Russia_PrimorskyKrai_MN_Boisman	West_Eurasian_control	Boismana-2 (Primorsky Krai, Khasansky District)	Russia	42.7894444	131.276111	6711.0	77.0	0.25393716	236378.0	M	Questionable	WangReichNature2021	https://doi.org/10.1038/s41586-021-03336-2	True
I1194.AG	Russia_PrimorskyKrai_MN_Boisman	West_Eurasian_control	Boismana-2 (Primorsky Krai, Khasansky District)	Russia	42.7894444	131.276111	6652.0	55.0	0.20779932	198103.0	F	Pass	WangReichNature2021	https://doi.org/10.1038/s41586-021-03336-2	True
I1295.AG	Bulgaria_MalakPreslavets_N	West_Eurasian_control	Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)	Bulgaria	43.98	26.4	7550.0	115.0	0.17164463	156878.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I1296.AG	Bulgaria_MalakPreslavets_N	West_Eurasian_control	Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)	Bulgaria	43.98	26.4	7634.0	30.0	0.10684237	108548.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1126/science.abm4247	True
I1297.AG	Bulgaria_MalakPreslavets_N	West_Eurasian_control	Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)	Bulgaria	43.98	26.4	7550.0	115.0	0.12439523	123591.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I1311.AG	Spain_EBA	West_Eurasian_control	Can Roquetes (Catalonia, Barcelona, Sabadell)	Spain	41.5373	2.1329	3650.0	173.0	0.00499375	5519.0	F	Questionable	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	False
I1368.AG	Vanuatu_2900BP	Oceanian	Teouma (Efate)	Vanuatu	-17.786	168.37	2870.0	69.0	0.24639961	161841.0	F	Pass	SkoglundReichNature2016	https://doi.org/10.1016/j.cub.2018.02.051	True
I1369.AG	Vanuatu_2900BP	Oceanian	Teouma (Efate)	Vanuatu	-17.786	168.37	2885.0	78.0	0.39217513	240348.0	F	Questionable	SkoglundReichNature2016	https://doi.org/10.1016/j.cub.2018.02.051	True
I1369_alt.AG	Vanuatu_2900BP	Oceanian	Teouma (Efate)	Vanuatu	-17.786	168.37	2885.0	78.0	0.02828602	29099.0	F	Pass	SkoglundReichNature2016	https://doi.org/10.1038/nature19844	False
I1370.AG	Vanuatu_2900BP	Oceanian	Teouma (Efate)	Vanuatu	-17.786	168.37	2945.0	95.0	0.31540909	208331.0	F	Questionable	SkoglundReichNature2016	https://doi.org/10.1016/j.cub.2018.02.051	True
I1389.AG	France_GrandEst_HautRhin_BellBeaker	West_Eurasian_control	Les Villas d'Aurele (Grand Est Region, Haut-Rhin Department)	France	47.65	7.45	4361.0	49.0	0.2026726	191464.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/s41586-021-04287-4	True
I1391.AG	France_GrandEst_HautRhin_BellBeaker	West_Eurasian_control	Rouffach (Grand Est Region, Haut-Rhin Department, Altkirch Arrondissement)	France	47.57	7.18	4179.0	67.0	0.17620296	169053.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/s41586-021-04287-4	True
I1392.AG	France_GrandEst_BellBeaker_Bury-oNoSteppe	West_Eurasian_control	Hegenheim Necropole (Grand Est Region, Haut-Rhin Department)	France	47.56	7.52	4516.0	70.0	2.03329715	787269.0	F	Pass	OlaldeReichNature2018	..	True
I1416.AG	Jordan_PPNB	West_Eurasian_control	'Ain Ghazal (Amman, Sahab)	Jordan	31.988	35.976	10050.0	115.0	0.01114685	11078.0	U	CRITICAL	LazaridisReichNature2016	https://doi.org/10.1038/nature19310	False
NIK004.AG	Russia_Yaroslav_EMBA	West_Eurasian_control	Nikultsino (Yaroslav Oblast, Yaroslavsky District)	Russia	57.5292637	39.6699406	4552.0	75.0	2.8652427	898071.0	F	Pass	SaagMetspaluSciAdv2021	..	True
NEO292.AG	Russia_KrasnoyarskKrai_LN_Yenisei-Dup	West_Eurasian_control	Dolgoye-Ozero (Krasnoyarsk Krai, Kansk Municipality)	Russia	56.21	95.71	5425.0	534.0	3.44610169	877651.0	M	Pass	AllentoftWillerslevNature2024	https://doi.org/10.1038/s41586-025-09189-3	True
NEO234.AG	Russia_IA_OldBeringSea	West_Eurasian_control	Uelen (Chukotka Autonomous Okrug, Chukotsky District)	Russia	66.161126	-169.8223	2736.0	14.0	3.77829276	895059.0	F	Pass	FlegontovSchiffelsNature2019	https://doi.org/10.1038/s41586-019-1251-y	True
I1526.AG	Russia_Irkutsk_N_Angara	Ancient_Siberian	Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)	Russia	52.9169	103.657	4796.0	52.0	7.328162	940824.0	M	Pass	FlegontovSchiffelsNature2019	https://doi.org/10.1038/s41586-019-1251-y	True
I1550_alt1.AG	Germany_HalberstadtSonntagsfeld_EN_LBK	West_Eurasian_control	Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)	Germany	51.895833	11.046667	7125.0	188.0	0.94398678	563248.0	F	MERGE_PASS	MathiesonReichNature2015	https://doi.org/10.1038/nature24476	True
I1550.AG	Germany_HalberstadtSonntagsfeld_EN_LBK	West_Eurasian_control	Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)	Germany	51.895833	11.046667	7125.0	188.0	1.20450202	633920.0	F	MERGE_PASS	MathiesonReichNature2015	..	True
I1563.AG	Germany_BlatterhohleCave_MN	West_Eurasian_control	Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)	Germany	51.358333	7.551111	5448.0	83.0	5.59670757	950918.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1565.AG	Germany_BlatterhohleCave_MN-oWHG	West_Eurasian_control	Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)	Germany	51.358333	7.551111	5674.0	37.0	4.99458909	855989.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1577.AG	Austria_Gravettian	West_Eurasian_control	Krems-Wachtberg (Niederösterreich, Krems an der Donau (Stadt), Innen Stadt)	Austria	48.41	15.59	30200.0	548.0	0.24832637	229810.0	M	Pass	FuReichNature2016	https://doi.org/10.1038/nature17993	True
I1579.AG	Turkey_N	West_Eurasian_control	Barcın-Höyük (Bursa, Yenişehir)	Turkey	40.3037	29.6085	8072.0	57.0	8.46477914	1010165.0	F	Pass	MathiesonReichNature2015	https://doi.org/10.1126/science.abm4247	True
I1580.AG	Turkey_N	West_Eurasian_control	Barcın-Höyük (Bursa, Yenişehir)	Turkey	40.3037	29.6085	8205.0	82.0	5.47535761	984129.0	F	Pass	MathiesonReichNature2015	https://doi.org/10.1126/science.abm4247	True
I1581.AG	Turkey_N	West_Eurasian_control	Barcın-Höyük (Bursa, Yenişehir)	Turkey	40.3037	29.6085	8252.0	52.0	4.1747177	903988.0	F	Pass	MathiesonReichNature2015	https://doi.org/10.1126/science.abm4247	True
I1583.AG	Turkey_N	West_Eurasian_control	Barcın-Höyük (Bursa, Yenişehir)	Turkey	40.3037	29.6085	8273.0	58.0	15.0537927	1013428.0	M	Pass	MathiesonReichNature2015	https://doi.org/10.1126/science.abm4247	True
I1585.AG	Turkey_N	West_Eurasian_control	Barcın-Höyük (Bursa, Yenişehir)	Turkey	40.3037	29.6085	8021.0	50.0	10.0390957	1020464.0	F	Pass	MathiesonReichNature2015	https://doi.org/10.1126/science.abm4247	True
I1590.AG	Germany_BlatterhohleCave_MN	West_Eurasian_control	Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)	Germany	51.358333	7.551111	5527.0	37.0	0.8866117	571574.0	M	MERGE_PASS	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1661.AG	Iran_SehGabi_C	West_Eurasian_control	Seh Gabi (Kermanshah Province, Kangavar County)	Iran	34.5	47.96	6539.0	58.0	2.89203564	851904.0	F	Pass	LazaridisReichNature2016	https://doi.org/10.1038/nature19310	True
I1690.AG	Israel_Natufian	West_Eurasian_control	Raqefet Cave (Haifa District)	Israel	32.65	35.067	12700.0	722.0	0.02991816	30183.0	M	Pass	LazaridisReichNature2016	https://doi.org/10.1038/nature19310	True
I1708.AG	Jordan_PPNC	West_Eurasian_control	'Ain Ghazal (Amman, Sahab)	Jordan	31.988	35.976	8700.0	29.0	0.41047714	340328.0	F	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	True
I1733.AG	Ukraine_Zaporizhia_EN	West_Eurasian_control	Vasylivka-Zaporizhia (Zaporizhia Oblast, Vasylivka District, Vasylivska Municipality)	Ukraine	47.434167	35.276389	10200.0	433.0	0.30328452	266998.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I1737.AG	Ukraine_Zaporizhia_EN	West_Eurasian_control	Vasylivka-Zaporizhia (Zaporizhia Oblast, Vasylivka District, Vasylivska Municipality)	Ukraine	47.434167	35.276389	10358.0	68.0	0.08266276	81268.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I1842.AG	Spain_C	West_Eurasian_control	Las Yurdinas II (Basque Country, Álava, Peñacerrada-Urizaharra)	Spain	42.63	-2.7	4850.0	58.0	0.57926422	464400.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I1845.AG	Spain_C	West_Eurasian_control	Alto de la Huesera (Basque Country, Álava, Laguardia)	Spain	42.569508	-2.566083	4825.0	130.0	0.48699027	417509.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I1846.AG	Spain_C	West_Eurasian_control	Alto de la Huesera (Basque Country, Álava, Laguardia)	Spain	42.569508	-2.566083	4825.0	130.0	1.06595813	664980.0	F	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I1859.AG	Vietnam_N	Ancient_East_Asian	Man Bac (Ninh Binh Province, Yên Mô District)	Vietnam	20.133333	105.983333	3762.0	44.0	0.07022967	66373.0	F	Pass	LipsonReichScience2018	https://doi.org/10.1126/science.aat3188	True
I1875.AG	Croatia_Mesolithic_HG	Philippine_Negrito	Vela-Spila (Dubrovnik-Neretva County, Općina Vela Luka, Plitvine)	Croatia	42.96723	16.70719	9056.0	93.0	0.450554	378752.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
